,rank,club,country,level,elo,from,to,year
55,56,Norwich,ENG,2,1669.94543457,1986-05-29,1986-05-31,1986
56,57,Lautern,FRG,1,1668.18347168,1986-05-29,1986-05-31,1986
57,58,Nantes,FRA,1,1668.01831055,1986-05-29,1986-05-31,1986
58,59,Milan,ITA,1,1667.54174805,1986-05-29,1986-05-31,1986
59,60,Sampdoria,ITA,1,1666.23950195,1986-05-29,1986-05-31,1986
60,61,Verona,ITA,1,1664.03039551,1986-05-11,1986-05-31,1986
61,62,Dundee United,SCO,1,1658.57775879,1986-05-26,1986-05-31,1986
62,63,Bochum,FRG,1,1658.03588867,1986-05-26,1986-05-31,1986
63,64,Waldhof,FRG,1,1657.29077148,1986-05-26,1986-05-31,1986
64,65,BFC Dynamo,GDR,1,1652.33886719,1986-05-29,1986-05-31,1986
65,66,Schalke,FRG,1,1650.35070801,1986-05-29,1986-05-31,1986
66,67,Betis,ESP,1,1649.80859375,1986-05-29,1986-05-31,1986
67,68,Espanyol,ESP,1,1649.79504395,1986-05-29,1986-05-31,1986
68,69,Hajduk,YUG,1,1649.70983887,1986-05-29,1986-05-31,1986
69,70,Standard,BEL,1,1649.18725586,1986-05-26,1986-05-30,1986
70,71,Honved,HUN,1,1649.00488281,1986-05-26,1986-05-30,1986
71,72,Oxford,ENG,1,1646.2878418,1986-05-26,1986-05-30,1986
72,73,Leicester,ENG,1,1644.37634277,1986-05-26,1986-05-30,1986
73,74,Beveren,BEL,1,1644.32641602,1986-05-26,1986-05-30,1986
74,75,Atalanta,ITA,1,1643.49365234,1986-05-26,1986-05-30,1986
75,76,Sparta Praha,CSR,1,1643.40283203,1986-05-26,1986-05-30,1986
76,77,Torpedo Moskva,URS,1,1642.71948242,1986-05-26,1986-05-30,1986
77,78,Goeteborg,SWE,1,1642.10925293,1986-05-30,1986-05-30,1986
78,79,Ipswich,ENG,1,1639.46325684,1986-05-30,1986-05-30,1986
79,80,Dinamo Minsk,URS,1,1637.5098877,1986-05-30,1986-05-30,1986
80,81,Dortmund,FRG,1,1637.26086426,1986-05-30,1986-05-30,1986
81,82,Sevilla,ESP,1,1634.86572266,1986-05-26,1986-05-31,1986
82,83,Valladolid,ESP,1,1633.6652832,1986-05-26,1986-05-31,1986
83,84,Como,ITA,1,1633.27197266,1986-05-26,1986-05-31,1986
84,85,Duesseldorf,FRG,1,1632.72021484,1986-05-26,1986-05-31,1986
85,86,Coventry,ENG,1,1632.22351074,1986-05-26,1986-05-31,1986
86,87,Hearts,SCO,1,1631.33276367,1986-05-26,1986-05-31,1986
87,88,Nuernberg,FRG,1,1630.67590332,1986-05-26,1986-05-31,1986
88,89,Man City,ENG,1,1628.66687012,1986-05-26,1986-05-31,1986
89,90,Bordeaux,FRA,1,1623.24243164,1986-05-26,1986-05-31,1986
90,91,Frankfurt,FRG,1,1623.17956543,1986-05-26,1986-05-31,1986
91,92,Santander,ESP,1,1621.15039062,1986-05-26,1986-05-31,1986
92,93,RFC Liege,BEL,1,1617.1036377,1986-05-26,1986-05-31,1986
93,94,Craiova,ROM,1,1617.10058594,1986-05-26,1986-05-31,1986
94,95,Sportul,ROM,1,1615.00158691,1986-05-29,1986-05-31,1986
95,96,Osasuna,ESP,1,1610.95861816,1986-05-26,1986-05-31,1986
96,97,Dinamo Tbilisi,URS,1,1610.63232422,1986-05-26,1986-05-31,1986
97,98,Gent,BEL,1,1609.4576416,1986-05-19,1986-05-31,1986
98,99,Udinese,ITA,1,1609.14941406,1986-05-19,1986-05-31,1986
99,100,Avellino,ITA,1,1607.12902832,1986-05-19,1986-05-31,1986
100,None,Zeljeznicar,YUG,1,1602.21191406,1986-05-29,1986-05-31,1986
101,None,Feyenoord,NED,1,1600.33117676,1986-05-26,1986-08-17,1986
102,None,Shakhtar,URS,1,1600.13085938,1986-05-26,1986-06-01,1986
103,None,Dinamo Zagreb,YUG,1,1598.80480957,1986-05-29,1986-06-01,1986
104,None,Gornik,POL,1,1598.67590332,1986-04-28,1986-08-03,1986
105,None,Lok Leipzig,GDR,1,1598.22351074,1986-05-25,1986-08-23,1986
106,None,Rijeka,YUG,1,1594.15319824,1986-05-29,1986-06-01,1986
107,None,Dynamo Moskva,URS,1,1593.37353516,1986-05-25,1986-05-31,1986
108,None,Zalgiris Vilnius,URS,1,1593.23217773,1986-05-26,1986-06-08,1986
109,None,Paris SG,FRA,1,1590.61328125,1986-04-26,1986-08-05,1986
110,None,Chernomorets,URS,1,1590.59643555,1986-05-26,1986-06-01,1986
111,None,Ascoli,ITA,2,1588.8671875,1986-05-26,1986-06-01,1986
112,None,Murcia,ESP,2,1587.56933594,1986-05-18,1986-07-01,1986
113,None,West Brom,ENG,1,1585.64111328,1986-05-04,1986-07-01,1986
114,None,Zulte Waregem,BEL,1,1585.02038574,1986-04-21,1986-08-31,1986
115,None,Wimbledon,ENG,2,1584.49951172,1986-05-09,1986-07-01,1986
116,None,Antwerp,BEL,1,1584.33654785,1986-04-21,1986-08-30,1986
117,None,Kairat,URS,1,1581.12695312,1986-05-19,1986-06-01,1986
118,None,Valencia,ESP,1,1581.07629395,1986-05-08,1986-07-01,1986
119,None,Charlton,ENG,2,1579.88513184,1986-05-07,1986-07-01,1986
120,None,Bohemians Praha,CSR,1,1578.70373535,1986-05-26,1986-06-03,1986
121,None,Neftchi,URS,1,1577.15356445,1986-05-26,1986-06-01,1986
122,None,Velez Mostar,YUG,1,1576.25683594,1986-05-29,1986-06-01,1986
123,None,Xamax,SUI,0,1574.63415527,1986-03-20,1986-09-16,1986
124,None,Portsmouth,ENG,2,1570.13537598,1986-05-04,1986-08-23,1986
125,None,Panathinaikos,GRE,1,1569.93566895,1986-04-28,1986-09-13,1986
126,None,Metz,FRA,1,1566.2565918,1986-04-26,1986-08-05,1986
127,None,Pisa,ITA,1,1565.19091797,1986-04-28,1986-07-01,1986
128,None,Bielefeld,FRG,2,1563.73596191,1986-05-09,1986-07-26,1986
129,None,FK Sarajevo,YUG,1,1563.00915527,1986-05-29,1986-06-01,1986
130,None,Ararat,URS,1,1562.77502441,1986-05-26,1986-06-01,1986
131,None,Birmingham,ENG,1,1561.78808594,1986-05-04,1986-07-01,1986
132,None,Pribram,CSR,1,1561.43762207,1986-05-26,1986-06-03,1986
133,None,Vardar,YUG,1,1560.2434082,1986-05-29,1986-06-01,1986
134,None,CSKA Moskva,URS,2,1557.80578613,1986-05-21,1986-05-31,1986
135,None,Malmoe,SWE,1,1557.58166504,1986-05-30,1986-06-04,1986
136,None,Toulouse,FRA,1,1557.5480957,1986-04-26,1986-08-05,1986
137,None,Groningen,NED,1,1557.51123047,1986-05-26,1986-08-17,1986
138,None,Levski,BUL,1,1554.22229004,1986-04-20,1986-08-10,1986
139,None,Bari,ITA,1,1552.38476562,1986-04-28,1986-07-01,1986
140,None,Botev Plovdiv,BUL,1,1551.97363281,1986-04-20,1986-08-09,1986
141,None,Legia,POL,1,1551.79187012,1986-04-28,1986-08-03,1986
142,None,Las Palmas,ESP,1,1551.78955078,1986-05-08,1986-08-30,1986
143,None,Auxerre,FRA,1,1549.90222168,1986-04-26,1986-08-05,1986
144,None,Bangor City,WAL,0,1548.72680664,1985-11-07,1987-07-01,1986
145,None,Monaco,FRA,1,1548.67541504,1986-04-26,1986-08-05,1986
146,None,Gyoer,HUN,1,1545.91748047,1986-04-27,1986-08-16,1986
147,None,Rangers,SCO,1,1545.43408203,1986-05-04,1986-08-09,1986
148,None,Mallorca,ESP,2,1543.52807617,1986-05-19,1986-07-01,1986
149,None,Metalist,URS,1,1543.05517578,1986-05-26,1986-06-01,1986
150,None,Dresden,GDR,1,1541.84179688,1986-05-25,1986-08-16,1986
151,None,CSKA Sofia,BUL,1,1541.81396484,1986-04-20,1986-08-09,1986
152,None,Homburg,FRG,2,1540.86608887,1986-05-09,1986-07-01,1986
153,None,Cercle Brugge,BEL,1,1540.72290039,1986-04-21,1986-08-31,1986
154,None,Dundee,SCO,1,1539.76318359,1986-05-04,1986-08-09,1986
155,None,Blau-Weiss 90,FRG,2,1539.7265625,1986-05-09,1986-07-01,1986
156,None,Brescia,ITA,2,1537.82299805,1986-05-26,1986-06-01,1986
157,None,Cadiz,ESP,1,1537.29321289,1986-05-08,1986-08-31,1986
158,None,Karlsruhe,FRG,2,1533.4128418,1986-05-09,1986-07-27,1986
159,None,Hessen Kassel,FRG,2,1532.4798584,1986-05-09,1986-07-26,1986
160,None,Triestina,ITA,2,1532.25683594,1986-05-26,1986-06-01,1986
161,None,LASK,AUT,1,1531.0880127,1986-05-24,1986-05-30,1986
162,None,Vicenza,ITA,2,1530.98742676,1986-05-26,1986-06-01,1986
163,None,Sabadell,ESP,2,1530.59423828,1986-05-19,1986-07-01,1986
164,None,Beerschot VAC,BEL,1,1529.98815918,1986-04-21,1986-08-30,1986
165,None,Wacker Innsbruck,AUT,1,1529.71850586,1986-05-24,1986-05-30,1986
166,None,Vitkovice,CSR,1,1529.66967773,1986-05-26,1986-06-04,1986
167,None,Osijek,YUG,1,1529.18969727,1986-05-29,1986-06-01,1986
168,None,StGallen,SUI,0,1529.15270996,1986-03-20,1986-07-03,1986
169,None,Magdeburg,GDR,1,1528.96130371,1986-05-25,1986-08-16,1986
170,None,Sparta Rotterdam,NED,1,1528.51501465,1986-05-26,1986-08-16,1986
171,None,Hercules,ESP,1,1528.4486084,1986-05-08,1986-07-01,1986
172,None,Lens,FRA,1,1527.10168457,1986-04-26,1986-08-05,1986
173,None,Aarau,SUI,0,1526.95373535,1986-03-20,1986-07-03,1986
174,None,Widzew,POL,1,1526.29101562,1986-04-28,1986-08-03,1986
175,None,Pristina,YUG,1,1525.43054199,1986-05-29,1986-06-01,1986
176,None,Banik Ostrava,CSR,1,1524.9942627,1986-05-26,1986-06-04,1986
177,None,Zalaegerszegi,HUN,1,1524.66320801,1986-04-27,1986-08-16,1986
178,None,Elche,ESP,2,1524.11364746,1986-05-19,1986-08-30,1986
179,None,Roda,NED,1,1523.87854004,1986-05-26,1986-08-20,1986
180,None,Saarbruecken,FRG,1,1523.21643066,1986-05-07,1986-07-01,1986
181,None,Crystal Palace,ENG,2,1522.61901855,1986-05-04,1986-08-23,1986
182,None,Slavia Praha,CSR,1,1521.94909668,1986-05-26,1986-06-04,1986
183,None,AIK,SWE,1,1520.98168945,1986-05-30,1986-06-04,1986
184,None,Sutjeska,YUG,1,1519.77612305,1986-05-29,1986-06-01,1986
185,None,Genoa,ITA,2,1518.80725098,1986-05-26,1986-06-01,1986
186,None,Servette,SUI,0,1518.14331055,1986-03-20,1986-07-03,1986
187,None,Oergryte,SWE,1,1517.86169434,1986-05-30,1986-06-05,1986
188,None,St Kickers,FRG,2,1517.74194336,1986-05-09,1986-07-26,1986
189,None,Boavista,POR,1,1517.32861328,1986-04-21,1986-08-23,1986
190,None,Cheb,CSR,1,1514.91821289,1986-05-26,1986-06-04,1986
191,None,Mechelen,BEL,1,1514.8458252,1986-04-21,1986-08-30,1986
192,None,Hull,ENG,2,1514.15576172,1986-05-03,1986-08-23,1986
193,None,Beroe Stara Zagora,BUL,1,1513.90551758,1986-04-20,1986-08-09,1986
194,None,Daugava,URS,2,1513.32177734,1986-05-29,1986-05-31,1986
195,None,Jena,GDR,1,1513.16064453,1986-05-25,1986-08-16,1986
196,None,Stoke,ENG,2,1512.74084473,1986-05-04,1986-08-23,1986
197,None,Brighton,ENG,2,1512.55432129,1986-05-03,1986-08-23,1986
198,None,Pecsi Dozsa,HUN,1,1511.58605957,1986-04-27,1986-08-16,1986
199,None,Olympiakos,GRE,1,1510.24316406,1986-04-27,1986-09-07,1986
200,None,Sloboda Tuzla,YUG,1,1508.7713623,1986-05-29,1986-06-01,1986
201,None,Torpedo Kutaisi,URS,1,1508.75830078,1986-05-26,1986-06-01,1986
202,None,Castellon,ESP,2,1506.70202637,1986-05-19,1986-08-30,1986
203,None,Guimaraes,POR,1,1506.6550293,1986-04-21,1986-08-23,1986
204,None,Sunderland,ENG,2,1506.54089355,1986-05-04,1986-08-23,1986
205,None,Cibalia Vinkovci,YUG,1,1506.40380859,1986-05-29,1986-06-01,1986
206,None,Depor,ESP,2,1505.63916016,1986-05-19,1986-08-30,1986
207,None,Videoton,HUN,1,1504.15869141,1986-04-27,1986-08-16,1986
208,None,Sturm Graz,AUT,1,1504.09228516,1986-05-24,1986-05-30,1986
209,None,Oldham,ENG,2,1503.44836426,1986-05-06,1986-08-23,1986
210,None,Lecce,ITA,1,1502.24865723,1986-04-28,1986-07-01,1986
211,None,Cesena,ITA,2,1499.95776367,1986-05-26,1986-06-01,1986
212,None,Leeds,ENG,2,1499.01245117,1986-05-04,1986-08-23,1986
213,None,Podgorica,YUG,1,1498.36816406,1986-05-29,1986-06-01,1986
214,None,Ferencvaros,HUN,1,1498.30456543,1986-04-27,1986-08-16,1986
215,None,Sigma Olomouc,CSR,1,1497.85388184,1986-05-26,1986-06-04,1986
216,None,Malaga,ESP,2,1496.98132324,1986-05-19,1986-08-30,1986
217,None,Braunschweig,FRG,2,1496.36499023,1986-05-09,1986-07-26,1986
218,None,Oviedo,ESP,2,1495.67211914,1986-05-19,1986-08-31,1986
219,None,Hannover,FRG,1,1495.31408691,1986-05-07,1986-07-01,1986
220,None,Hammarby,SWE,1,1495.20654297,1986-05-30,1986-06-05,1986
221,None,St Mirren,SCO,1,1494.67834473,1986-05-04,1986-08-09,1986
222,None,Sheffield United,ENG,2,1494.32214355,1986-05-04,1986-08-23,1986
223,None,Charleroi,BEL,1,1494.08776855,1986-04-21,1986-08-30,1986
224,None,Fortuna Koeln,FRG,2,1492.00146484,1986-05-18,1986-05-30,1986
225,None,Celik Zenica,YUG,1,1491.16418457,1986-05-29,1986-06-01,1986
226,None,Empoli,ITA,2,1491.1451416,1986-05-26,1986-06-01,1986
227,None,Shrewsbury,ENG,2,1490.74194336,1986-05-04,1986-08-23,1986
228,None,Iraklis,GRE,1,1490.57714844,1986-04-28,1986-09-07,1986
229,None,Den Bosch,NED,1,1489.96826172,1986-05-26,1986-08-16,1986
230,None,Haarlem,NED,1,1489.53222656,1986-05-26,1986-08-16,1986
231,None,Corvinul Hunedoara,ROM,1,1489.28405762,1986-05-26,1986-05-31,1986
232,None,Cremonese,ITA,2,1488.66149902,1986-05-26,1986-06-01,1986
233,None,Bologna,ITA,2,1488.20983887,1986-05-26,1986-06-01,1986
234,None,Erfurt,GDR,1,1488.01855469,1986-05-25,1986-08-16,1986
235,None,Aachen,FRG,2,1487.64025879,1986-05-09,1986-07-15,1986
236,None,Millwall,ENG,2,1487.56103516,1986-05-04,1986-08-23,1986
237,None,Alkmaar,NED,1,1487.19287109,1986-05-26,1986-08-17,1986
238,None,Sochaux,FRA,1,1486.69885254,1986-04-26,1986-08-05,1986
239,None,Toulon,FRA,1,1486.05285645,1986-04-26,1986-08-05,1986
240,None,Bilbao B,ESP,2,1485.44641113,1986-05-19,1986-08-31,1986
241,None,Slavia Sofia,BUL,1,1484.86791992,1986-04-20,1986-08-09,1986
242,None,Arges Pitesti,ROM,1,1484.77783203,1986-05-26,1986-05-31,1986
243,None,Lech,POL,1,1484.57336426,1986-04-28,1986-08-03,1986
244,None,Barnsley,ENG,2,1484.55822754,1986-05-04,1986-08-23,1986
245,None,Grimsby,ENG,2,1484.49707031,1986-05-06,1986-08-23,1986
246,None,Perugia,ITA,2,1484.27111816,1986-05-26,1986-06-01,1986
247,None,Frankfurt Oder,GDR,1,1484.1439209,1986-05-25,1986-08-16,1986
248,None,Marseille,FRA,1,1484.03137207,1986-04-26,1986-08-05,1986
249,None,Lille,FRA,1,1481.89990234,1986-04-26,1986-08-05,1986
250,None,Molenbeek,BEL,1,1481.75549316,1986-04-21,1986-08-31,1986
251,None,Blackburn,ENG,2,1481.31164551,1986-05-06,1986-08-23,1986
252,None,Banska Bystrica,CSR,1,1479.90600586,1986-05-26,1986-06-04,1986
253,None,Kortrijk,BEL,1,1478.18078613,1986-04-21,1986-08-31,1986
254,None,Celta,ESP,1,1475.70446777,1986-05-08,1986-07-01,1986
255,None,GAK,AUT,1,1475.54675293,1986-05-24,1986-05-30,1986
256,None,Hibernian,SCO,1,1475.12145996,1986-05-04,1986-08-09,1986
257,None,AEK,GRE,1,1474.92102051,1986-04-28,1986-09-07,1986
258,None,Wattenscheid,FRG,2,1470.2310791,1986-05-09,1986-07-15,1986
259,None,Lokeren,BEL,1,1470.08374023,1986-04-21,1986-08-31,1986
260,None,Sittard,NED,1,1469.88659668,1986-05-26,1986-08-16,1986
261,None,Recreativo,ESP,2,1468.30847168,1986-05-18,1986-08-30,1986
262,None,Laval,FRA,1,1467.48596191,1986-04-26,1986-08-05,1986
263,None,Campobasso,ITA,2,1466.734375,1986-05-26,1986-06-01,1986
264,None,Waterschei Thor,BEL,1,1465.19787598,1986-04-21,1986-07-03,1986
265,None,Vasas SC,HUN,1,1464.51416016,1986-04-27,1986-08-16,1986
266,None,OFK,YUG,1,1464.48474121,1986-05-29,1986-06-01,1986
267,None,Trnava,CSR,1,1463.23937988,1986-05-26,1986-06-04,1986
268,None,Darmstadt,FRG,2,1462.93664551,1986-05-09,1986-07-27,1986
269,None,Oberhausen,FRG,2,1460.49719238,1986-05-09,1986-07-25,1986
270,None,Go Ahead Eagles,NED,1,1459.17626953,1986-05-25,1986-08-16,1986
271,None,Cagliari,ITA,2,1459.04040527,1986-05-26,1986-06-01,1986
272,None,Tatabanya,HUN,1,1458.84985352,1986-04-27,1986-08-17,1986
273,None,Nice,FRA,1,1457.46801758,1986-04-26,1986-08-05,1986
274,None,Seraing,BEL,1,1457.18444824,1986-04-21,1986-08-30,1986
275,None,Brondby,DEN,1,1456.85656738,1986-05-15,1986-07-23,1986
276,None,Brest,FRA,1,1456.69433594,1986-04-26,1986-08-05,1986
277,None,Carlisle,ENG,2,1455.70422363,1986-05-06,1986-07-03,1986
278,None,Arezzo,ITA,2,1453.67407227,1986-05-26,1986-06-01,1986
279,None,Freiburg,FRG,2,1453.52233887,1986-05-09,1986-07-26,1986
280,None,Pescara,ITA,2,1453.49230957,1986-05-26,1986-06-01,1986
281,None,Sestao,ESP,2,1453.28198242,1986-05-19,1986-08-31,1986
282,None,Huddersfield,ENG,2,1453.02246094,1986-05-04,1986-08-23,1986
283,None,Fakel Voronezh,URS,2,1451.27404785,1986-05-21,1986-05-30,1986
284,None,Middlesbrough,ENG,2,1450.37426758,1986-05-04,1986-07-03,1986
285,None,Le Havre,FRA,1,1450.22314453,1986-04-26,1986-08-05,1986
286,None,Lazio,ITA,2,1448.80651855,1986-05-26,1986-06-01,1986
287,None,Novi Sad,YUG,1,1448.30651855,1986-05-29,1986-06-01,1986
288,None,Strasbourg,FRA,1,1445.49682617,1986-04-26,1986-07-03,1986
289,None,Karpaty,URS,2,1445.25097656,1986-05-29,1986-05-31,1986
290,None,Utrecht,NED,1,1444.35437012,1986-05-26,1986-08-17,1986
291,None,Aue,GDR,1,1444.18212891,1986-05-25,1986-08-16,1986
292,None,Admira,AUT,1,1441.76733398,1986-05-25,1986-05-30,1986
293,None,Chemnitz,GDR,1,1441.4152832,1986-05-25,1986-08-16,1986
294,None,Palermo,ITA,2,1440.98681641,1986-05-26,1986-06-01,1986
295,None,Bradford,ENG,2,1440.25915527,1986-05-09,1986-08-23,1986
296,None,Rennes,FRA,1,1440.04833984,1986-04-26,1986-08-05,1986
297,None,MTK,HUN,1,1437.56958008,1986-04-27,1986-08-16,1986
298,None,SKA Rostov,URS,2,1436.87390137,1986-05-29,1986-05-31,1986
299,None,Catania,ITA,2,1436.40075684,1986-05-26,1986-06-01,1986
300,None,Nancy,FRA,1,1435.87683105,1986-04-26,1986-08-05,1986
301,None,Portimonense,POR,1,1435.84448242,1986-04-21,1986-08-23,1986
302,None,PAOK,GRE,1,1432.71630859,1986-04-28,1986-09-07,1986
303,None,Solingen,FRG,2,1430.82409668,1986-05-09,1986-07-26,1986
304,None,Ujpest,HUN,1,1430.53991699,1986-04-27,1986-08-16,1986
305,None,Cartagena,ESP,2,1429.70910645,1986-05-19,1986-08-31,1986
306,None,Besiktas,TUR,1,1428.31152344,1986-05-26,1986-06-01,1986
307,None,Sambenedettese,ITA,2,1428.16259766,1986-05-26,1986-06-01,1986
308,None,Lok Sofia,BUL,1,1427.57116699,1986-04-20,1986-08-09,1986
309,None,Braga,POR,1,1427.54492188,1986-04-21,1986-08-23,1986
310,None,Aschaffenburg,FRG,2,1427.04394531,1986-05-09,1986-07-26,1986
311,None,OFI,GRE,1,1426.69604492,1986-04-27,1986-09-13,1986
312,None,Real Madrid B,ESP,2,1426.49182129,1986-05-18,1986-08-30,1986
313,None,Excelsior,NED,1,1426.4642334,1986-05-26,1986-08-16,1986
314,None,Kalmar,SWE,1,1425.99035645,1986-05-30,1986-06-04,1986
315,None,Catanzaro,ITA,2,1422.93432617,1986-05-26,1986-06-01,1986
316,None,FC Linz,AUT,1,1422.87011719,1986-05-25,1986-05-31,1986
317,None,Rapid Bucuresti,ROM,1,1421.94567871,1986-05-26,1986-05-31,1986
318,None,Halmstad,SWE,1,1421.19140625,1986-05-29,1986-06-04,1986
319,None,Universitatea Cluj,ROM,1,1419.15515137,1986-05-26,1986-05-31,1986
320,None,Hertha,FRG,2,1418.95739746,1986-05-09,1986-07-03,1986
321,None,Zilina,CSR,1,1418.89489746,1986-05-26,1986-06-04,1986
322,None,Pakhtakor Tashkent,URS,2,1418.33557129,1986-05-21,1986-05-31,1986
323,None,Haladas,HUN,1,1416.6217041,1986-04-27,1986-08-16,1986
324,None,Pamir Dushanbe,URS,2,1416.40563965,1986-05-21,1986-05-31,1986
325,None,Lierse,BEL,1,1415.82849121,1986-04-21,1986-07-03,1986
326,None,Bacau,ROM,1,1415.69689941,1986-05-26,1986-05-31,1986
327,None,Barcelona B,ESP,2,1415.22888184,1986-05-18,1986-08-30,1986
328,None,Fulham,ENG,2,1414.49829102,1986-05-04,1986-07-03,1986
329,None,Norrkoeping,SWE,1,1414.23266602,1986-05-30,1986-06-04,1986
330,None,Lok Moskva,URS,2,1412.92907715,1986-05-21,1986-05-30,1986
331,None,Osnabrueck,FRG,2,1412.73974609,1986-05-09,1986-07-29,1986
332,None,Aris,GRE,1,1411.43188477,1986-04-28,1986-09-13,1986
333,None,Logrones,ESP,2,1410.77734375,1986-05-19,1986-08-30,1986
334,None,Dunajska,CSR,1,1410.43530273,1986-05-26,1986-06-04,1986
335,None,Timisoara,ROM,1,1409.34594727,1986-05-26,1986-05-31,1986
336,None,Spartak Varna,BUL,1,1408.74645996,1986-04-20,1986-08-09,1986
337,None,Aarhus,DEN,1,1407.67785645,1986-05-15,1986-07-23,1986
338,None,Brandenburg,GDR,1,1407.41552734,1986-05-25,1986-08-16,1986
339,None,Tatran Presov,CSR,1,1406.99206543,1986-05-26,1986-06-04,1986
340,None,FCK Kaernten,AUT,1,1406.98730469,1986-05-25,1986-05-30,1986
341,None,Larisa,GRE,1,1406.91772461,1986-04-28,1986-09-13,1986
342,None,Kosice,CSR,1,1406.3717041,1986-05-26,1986-06-04,1986
343,None,IK Brage,SWE,1,1406.36999512,1986-05-30,1986-06-04,1986
344,None,Sliven,BUL,1,1406.11132812,1986-04-20,1986-08-09,1986
345,None,Gloria Buzau,ROM,1,1403.70288086,1986-05-26,1986-05-31,1986
346,None,Csepel,HUN,1,1402.80078125,1986-04-27,1986-07-03,1986
347,None,Oester,SWE,1,1402.38830566,1986-05-30,1986-06-04,1986
348,None,Rm Valcea,ROM,1,1402.36169434,1986-05-26,1986-05-31,1986
349,None,Bekescsabai,HUN,1,1400.60534668,1986-04-27,1986-08-16,1986
350,None,Katowice,POL,1,1400.57348633,1986-04-28,1986-08-03,1986
351,None,Brasov,ROM,1,1400.04589844,1986-05-26,1986-05-31,1986
352,None,Twente,NED,1,1399.82946777,1986-05-26,1986-08-17,1986
353,None,LKS,POL,1,1399.39099121,1986-04-28,1986-08-03,1986
354,None,Rayo Vallecano,ESP,2,1399.38830566,1986-05-19,1986-08-31,1986
355,None,Slask,POL,1,1399.34338379,1986-04-28,1986-08-03,1986
356,None,Monza,ITA,2,1398.77941895,1986-05-26,1986-06-01,1986
357,None,Inter Bratislava,CSR,1,1396.67663574,1986-05-26,1986-06-04,1986
358,None,Pogon,POL,1,1394.48034668,1986-04-28,1986-08-03,1986
359,None,Belenenses,POR,1,1394.29650879,1986-04-21,1986-08-24,1986
360,None,Odense,DEN,1,1393.94445801,1986-05-15,1986-07-23,1986
361,None,Etar,BUL,1,1393.73400879,1986-04-20,1986-08-09,1986
362,None,Petrolul Ploiesti,ROM,1,1393.61230469,1986-05-26,1986-05-31,1986
363,None,Galatasaray,TUR,1,1389.51953125,1986-05-26,1986-06-01,1986
364,None,Scornicesti,ROM,1,1389.18286133,1986-05-26,1986-05-31,1986
365,None,Botev Vratsa,BUL,1,1388.94445801,1986-04-20,1986-08-09,1986
366,None,Motherwell,SCO,1,1388.44116211,1986-05-04,1986-08-09,1986
367,None,Gornik Walbrzych,POL,1,1387.17907715,1986-04-28,1986-08-03,1986
368,None,Rostock,GDR,1,1385.61181641,1986-05-25,1986-07-03,1986
369,None,Targu Mures,ROM,1,1385.15612793,1986-05-26,1986-05-31,1986
370,None,Debrecen,HUN,1,1383.53039551,1986-04-27,1986-08-16,1986
371,None,Lok Plovdiv,BUL,1,1382.85595703,1986-04-20,1986-08-09,1986
372,None,Ruch,POL,1,1381.78173828,1986-04-28,1986-08-03,1986
373,None,Lyngby,DEN,1,1381.46533203,1986-05-15,1986-07-23,1986
374,None,Shinnik Jaroslawl,URS,2,1380.49938965,1986-05-29,1986-05-31,1986
375,None,Rotor Volgograd,URS,2,1379.89868164,1986-05-21,1986-05-31,1986
376,None,Maastricht,NED,1,1379.88464355,1986-05-26,1986-07-03,1986
377,None,Academica,POR,1,1378.93493652,1986-04-21,1986-08-23,1986
378,None,Panionios,GRE,1,1377.47900391,1986-04-28,1986-09-07,1986
379,None,Albacete,ESP,2,1376.18579102,1986-05-19,1986-07-03,1986
380,None,Ceske Budejovice,CSR,1,1375.97265625,1986-05-26,1986-06-04,1986
381,None,Tenerife,ESP,2,1375.25939941,1986-05-19,1986-07-03,1986
382,None,Union Berlin,GDR,1,1374.37780762,1986-05-25,1986-08-23,1986
383,None,TeBe,FRG,2,1372.8269043,1986-05-09,1986-07-03,1986
384,None,Guria,URS,2,1370.12219238,1986-05-29,1986-05-31,1986
385,None,Venlo,NED,1,1369.73425293,1986-05-25,1986-08-16,1986
386,None,Bayreuth,FRG,2,1369.1652832,1986-05-09,1986-07-03,1986
387,None,Riesa,GDR,1,1369.10717773,1986-05-25,1986-08-16,1986
388,None,Volan,HUN,1,1368.39697266,1986-04-27,1986-07-03,1986
389,None,Setubal,POR,1,1366.99389648,1986-04-21,1986-07-03,1986
390,None,Eisenstadt,AUT,1,1365.01281738,1986-05-25,1986-05-31,1986
391,None,Elfsborg,SWE,1,1364.47387695,1986-05-30,1986-06-04,1986
392,None,Siofok,HUN,1,1363.78088379,1986-04-27,1986-08-17,1986
393,None,Kolos Nikopol,URS,2,1363.60534668,1986-05-29,1986-05-31,1986
394,None,Nijmegen,NED,1,1362.69934082,1986-05-26,1986-07-03,1986
395,None,Akademik Svishtov,BUL,1,1362.65673828,1986-04-20,1986-08-09,1986
396,None,Motor Lublin,POL,1,1362.08276367,1986-04-28,1986-08-03,1986
397,None,Clydebank,SCO,1,1360.21447754,1986-05-04,1986-08-09,1986
398,None,M Zaporizhya,URS,2,1357.66894531,1986-05-29,1986-05-31,1986
399,None,Chaves,POR,1,1355.0012207,1986-04-21,1986-08-20,1986
400,None,Aragon,ESP,2,1353.23132324,1986-05-19,1986-07-03,1986
401,None,Cherno More,BUL,1,1351.24316406,1986-04-20,1986-07-03,1986
